snippet,sentiment,tokenize,normalisasi,lemmatisasi,stopwords,stemming,sentiment_encoded
aplikasi paling gak jelas penggunaan paylater di bayar dengan lancar tanpa telat lalu penggunaan limit juga sesuai ketentuan malah level semakin di turunin tiap bulan,Negatif,"['aplikasi', 'paling', 'gak', 'jelas', 'penggunaan', 'paylater', 'di', 'bayar', 'dengan', 'lancar', 'tanpa', 'telat', 'lalu', 'penggunaan', 'limit', 'juga', 'sesuai', 'ketentuan', 'malah', 'level', 'semakin', 'di', 'turunin', 'tiap', 'bulan']","['aplikasi', 'paling', 'tidak', 'jelas', 'penggunaan', 'paylater', 'di', 'bayar', 'dengan', 'lancar', 'tanpa', 'telat', 'lalu', 'penggunaan', 'limit', 'juga', 'sesuai', 'ketentuan', 'malah', 'level', 'semakin', 'di', 'turunin', 'setiap', 'bulan']","['aplikasi', 'paling', 'tidak', 'jelas', 'penggunaan', 'paylater', 'di', 'bayar', 'dengan', 'lancar', 'tanpa', 'telat', 'lalu', 'penggunaan', 'limit', 'juga', 'sesuai', 'ketentuan', 'malah', 'level', 'semakin', 'di', 'turunin', 'setiap', 'bulan']","['aplikasi', 'penggunaan', 'paylater', 'bayar', 'lancar', 'telat', 'penggunaan', 'limit', 'sesuai', 'ketentuan', 'level', 'turunin']","['aplikasi', 'guna', 'paylater', 'bayar', 'lancar', 'telat', 'guna', 'limit', 'sesuai', 'tentu', 'level', 'turunin']",0
ternyata bukan saya sajah yg tiba akun paylaternya di non aktifkan padahal ga pernh sama sekali telat dan ga banyak pake juga dgn penjelsan cs nya ga sama sekali memberikan solusi waahh ada apa dgn traveloka apa kita harus nunggak berjamaah sajah,Negatif,"['ternyata', 'bukan', 'saya', 'sajah', 'yg', 'tiba', 'akun', 'paylaternya', 'di', 'non', 'aktifkan', 'padahal', 'ga', 'pernh', 'sama', 'sekali', 'telat', 'dan', 'ga', 'banyak', 'pake', 'juga', 'dgn', 'penjelsan', 'cs', 'nya', 'ga', 'sama', 'sekali', 'memberikan', 'solusi', 'waahh', 'ada', 'apa', 'dgn', 'traveloka', 'apa', 'kita', 'harus', 'nunggak', 'berjamaah', 'sajah']","['ternyata', 'bukan', 'saya', 'sajah', 'yang', 'tiba', 'akun', 'paylaternya', 'di', 'tidak', 'aktifkan', 'padahal', 'tidak', 'pernah', 'sama', 'sekali', 'telat', 'dan', 'tidak', 'banyak', 'pakai', 'juga', 'dengan', 'penjelsan', 'customer service', 'nya', 'tidak', 'sama', 'sekali', 'memberikan', 'solusi', 'waahh', 'ada', 'apa', 'dengan', 'traveloka', 'apa', 'kita', 'harus', 'nunggak', 'berjamaah', 'sajah']","['ternyata', 'bukan', 'saya', 'sajah', 'yang', 'tiba', 'akun', 'paylaternya', 'di', 'tidak', 'aktifkan', 'padahal', 'tidak', 'pernah', 'sama', 'sekali', 'telat', 'dan', 'tidak', 'banyak', 'pakai', 'juga', 'dengan', 'penjelsan', 'customer rvice', 'nya', 'tidak', 'sama', 'sekali', 'memberikan', 'solusi', 'waahh', 'ada', 'apa', 'dengan', 'traveloka', 'apa', 'kita', 'harus', 'nunggak', 'berjamaah', 'sajah']","['sajah', 'akun', 'paylaternya', 'aktifkan', 'telat', 'pakai', 'penjelsan', 'customer service', 'solusi', 'waahh', 'traveloka', 'nunggak', 'berjamaah', 'sajah']","['sajah', 'akun', 'paylaternya', 'aktif', 'telat', 'pakai', 'penjelsan', 'customer service', 'solusi', 'waahh', 'traveloka', 'nunggak', 'jamaah', 'sajah']",0
senang dengan ada aplikasi seperti ini memudahkan pelayanan bepergian saran saya untuk kementrian pariwisata supaya ada diskon tiket dan tarif untuk daerah daerah terpencil agar masyarakat lebih menyebar dalam berwisata ke seluruh pelosok daerah nusantara sehingga ekonomi lebih merata bisa di kasih insentif subsidi dll bagi penyedia jasa maupun tempat wisata terima kasih,Positif,"['senang', 'dengan', 'ada', 'aplikasi', 'seperti', 'ini', 'memudahkan', 'pelayanan', 'bepergian', 'saran', 'saya', 'untuk', 'kementrian', 'pariwisata', 'supaya', 'ada', 'diskon', 'tiket', 'dan', 'tarif', 'untuk', 'daerah', 'daerah', 'terpencil', 'agar', 'masyarakat', 'lebih', 'menyebar', 'dalam', 'berwisata', 'ke', 'seluruh', 'pelosok', 'daerah', 'nusantara', 'sehingga', 'ekonomi', 'lebih', 'merata', 'bisa', 'di', 'kasih', 'insentif', 'subsidi', 'dll', 'bagi', 'penyedia', 'jasa', 'maupun', 'tempat', 'wisata', 'terima', 'kasih']","['senang', 'dengan', 'ada', 'aplikasi', 'seperti', 'ini', 'memudahkan', 'pelayanan', 'bepergian', 'saran', 'saya', 'untuk', 'kementrian', 'pariwisata', 'supaya', 'ada', 'diskon', 'tiket', 'dan', 'tarif', 'untuk', 'daerah', 'daerah', 'terpencil', 'agar', 'masyarakat', 'lebih', 'menyebar', 'dalam', 'berwisata', 'ke', 'seluruh', 'pelosok', 'daerah', 'nusantara', 'sehingga', 'ekonomi', 'lebih', 'merata', 'bisa', 'di', 'kasih', 'insentif', 'subsidi', 'lain', 'bagi', 'penyedia', 'jasa', 'maupun', 'tempat', 'wisata', 'terima', 'kasih']","['senang', 'dengan', 'ada', 'aplikasi', 'seperti', 'ini', 'memudahkan', 'pelayanan', 'bepergian', 'saran', 'saya', 'untuk', 'kementrian', 'pariwisata', 'supaya', 'ada', 'diskon', 'tiket', 'dan', 'tarif', 'untuk', 'daerah', 'daerah', 'terpencil', 'agar', 'masyarakat', 'lebih', 'menyebar', 'dalam', 'berwisata', 'ke', 'seluruh', 'pelosok', 'daerah', 'nusantara', 'sehingga', 'ekonomi', 'lebih', 'merata', 'bisa', 'di', 'kasih', 'insentif', 'subsidi', 'lain', 'bagi', 'penyedia', 'jasa', 'maupun', 'tempat', 'wisata', 'terima', 'kasih']","['senang', 'aplikasi', 'memudahkan', 'pelayanan', 'bepergian', 'saran', 'kementrian', 'pariwisata', 'diskon', 'tiket', 'tarif', 'daerah', 'daerah', 'terpencil', 'masyarakat', 'menyebar', 'berwisata', 'pelosok', 'daerah', 'nusantara', 'ekonomi', 'merata', 'kasih', 'insentif', 'subsidi', 'penyedia', 'jasa', 'wisata', 'terima', 'kasih']","['senang', 'aplikasi', 'mudah', 'layan', 'pergi', 'saran', 'tri', 'pariwisata', 'diskon', 'tiket', 'tarif', 'daerah', 'daerah', 'pencil', 'masyarakat', 'sebar', 'wisata', 'pelosok', 'daerah', 'nusantara', 'ekonomi', 'rata', 'kasih', 'insentif', 'subsidi', 'sedia', 'jasa', 'wisata', 'terima', 'kasih']",2
semakin lama semakin buruk aplikasi ini mau chek online tiket pesawat aja sdh kali di kecewakan eror melulu komplin ke pihak aplikasi nya blm ada perubahan lebih baik,Negatif,"['semakin', 'lama', 'semakin', 'buruk', 'aplikasi', 'ini', 'mau', 'chek', 'online', 'tiket', 'pesawat', 'aja', 'sdh', 'kali', 'di', 'kecewakan', 'eror', 'melulu', 'komplin', 'ke', 'pihak', 'aplikasi', 'nya', 'blm', 'ada', 'perubahan', 'lebih', 'baik']","['semakin', 'lama', 'semakin', 'buruk', 'aplikasi', 'ini', 'mau', 'chek', 'online', 'tiket', 'pesawat', 'saja', 'sudah', 'kali', 'di', 'kecewakan', 'error', 'melulu', 'komplin', 'ke', 'pihak', 'aplikasi', 'nya', 'blm', 'ada', 'perubahan', 'lebih', 'baik']","['semakin', 'lama', 'semakin', 'buruk', 'aplikasi', 'ini', 'mau', 'chek', 'online', 'tiket', 'pesawat', 'saja', 'sudah', 'kali', 'di', 'kecewakan', 'error', 'melulu', 'komplin', 'ke', 'pihak', 'aplikasi', 'nya', 'blm', 'ada', 'perubahan', 'lebih', 'baik']","['lama', 'buruk', 'aplikasi', 'chek', 'online', 'tiket', 'pesawat', 'kali', 'kecewakan', 'error', 'melulu', 'komplin', 'aplikasi', 'blm', 'perubahan', 'baik']","['lama', 'buruk', 'aplikasi', 'chek', 'online', 'tiket', 'pesawat', 'kali', 'kecewa', 'error', 'melulu', 'komplin', 'aplikasi', 'blm', 'ubah', 'baik']",0
gua pesen disini udah brapa kali dan sering ke kecoh ga tau ya apa emang aplikasi nya ga bener atau memang ada kesengajaan tiap awal pilih hotel pasti gua pilih dulu tanggal tapi pas mau cek out tiba berubah akhirnya sekali ini gua kena dan yang bikin kesel itu hotel yang gua pesen ada ket no refaund no reschedule gua platinum priority apakah ga ada konpensasi atau apa kek gua konfirmasi pihak hotel mereka bilang harus traveloka yg hubungin giliran konfirmasi traveloka di lempar lg,Negatif,"['gua', 'pesen', 'disini', 'udah', 'brapa', 'kali', 'dan', 'sering', 'ke', 'kecoh', 'ga', 'tau', 'ya', 'apa', 'emang', 'aplikasi', 'nya', 'ga', 'bener', 'atau', 'memang', 'ada', 'kesengajaan', 'tiap', 'awal', 'pilih', 'hotel', 'pasti', 'gua', 'pilih', 'dulu', 'tanggal', 'tapi', 'pas', 'mau', 'cek', 'out', 'tiba', 'berubah', 'akhirnya', 'sekali', 'ini', 'gua', 'kena', 'dan', 'yang', 'bikin', 'kesel', 'itu', 'hotel', 'yang', 'gua', 'pesen', 'ada', 'ket', 'no', 'refaund', 'no', 'reschedule', 'gua', 'platinum', 'priority', 'apakah', 'ga', 'ada', 'konpensasi', 'atau', 'apa', 'kek', 'gua', 'konfirmasi', 'pihak', 'hotel', 'mereka', 'bilang', 'harus', 'traveloka', 'yg', 'hubungin', 'giliran', 'konfirmasi', 'traveloka', 'di', 'lempar', 'lg']","['saya', 'pesan', 'disini', 'sudah', 'brapa', 'kali', 'dan', 'sering', 'ke', 'kecoh', 'tidak', 'tau', 'ya', 'apa', 'emang', 'aplikasi', 'nya', 'tidak', 'benar', 'atau', 'memang', 'ada', 'kesengajaan', 'setiap', 'awal', 'pilih', 'hotel', 'pasti', 'saya', 'pilih', 'dulu', 'tanggal', 'tapi', 'pas', 'mau', 'cek', 'out', 'tiba', 'berubah', 'akhirnya', 'sekali', 'ini', 'saya', 'kena', 'dan', 'yang', 'bikin', 'kesel', 'itu', 'hotel', 'yang', 'saya', 'pesan', 'ada', 'ket', 'nomor', 'refund', 'nomor', 'reschedule', 'saya', 'platinum', 'priority', 'apakah', 'tidak', 'ada', 'konpensasi', 'atau', 'apa', 'kek', 'saya', 'konfirmasi', 'pihak', 'hotel', 'mereka', 'bilang', 'harus', 'traveloka', 'yang', 'hubungin', 'giliran', 'konfirmasi', 'traveloka', 'di', 'lempar', 'lagi']","['saya', 'pesan', 'disini', 'sudah', 'brapa', 'kali', 'dan', 'sering', 'ke', 'kecoh', 'tidak', 'tau', 'ya', 'apa', 'emang', 'aplikasi', 'nya', 'tidak', 'benar', 'atau', 'memang', 'ada', 'kesengajaan', 'setiap', 'awal', 'pilih', 'hotel', 'pasti', 'saya', 'pilih', 'dulu', 'tanggal', 'tapi', 'pas', 'mau', 'cek', 'out', 'tiba', 'berubah', 'akhirnya', 'sekali', 'ini', 'saya', 'kena', 'dan', 'yang', 'bikin', 'kesel', 'itu', 'hotel', 'yang', 'saya', 'pesan', 'ada', 'ket', 'nomor', 'refund', 'nomor', 'reschedule', 'saya', 'platinum', 'priority', 'apakah', 'tidak', 'ada', 'konpensasi', 'atau', 'apa', 'kek', 'saya', 'konfirmasi', 'pihak', 'hotel', 'mereka', 'bilang', 'harus', 'traveloka', 'yang', 'hubungin', 'giliran', 'konfirmasi', 'traveloka', 'di', 'lempar', 'lagi']","['pesan', 'brapa', 'kali', 'kecoh', 'tau', 'emang', 'aplikasi', 'kesengajaan', 'pilih', 'hotel', 'pilih', 'tanggal', 'tapi', 'pas', 'cek', 'out', 'berubah', 'kena', 'bikin', 'kesel', 'hotel', 'pesan', 'ket', 'nomor', 'refund', 'nomor', 'reschedule', 'platinum', 'priority', 'konpensasi', 'kek', 'konfirmasi', 'hotel', 'bilang', 'traveloka', 'hubungin', 'giliran', 'konfirmasi', 'traveloka', 'lempar']","['pesan', 'brapa', 'kali', 'kecoh', 'tau', 'emang', 'aplikasi', 'sengaja', 'pilih', 'hotel', 'pilih', 'tanggal', 'tapi', 'pas', 'cek', 'out', 'ubah', 'kena', 'bikin', 'kesel', 'hotel', 'pesan', 'ket', 'nomor', 'refund', 'nomor', 'reschedule', 'platinum', 'priority', 'konpensasi', 'kek', 'konfirmasi', 'hotel', 'bilang', 'traveloka', 'hubungin', 'gilir', 'konfirmasi', 'traveloka', 'lempar']",0
saya sangat kecewa karena saya sudah mencoba untuk booking tiket bus travel namun terkendala di lokasi dan nama kota yang saya isi keubah sendiri ke angka yang saya tidak paham dan ini buat saya uninstall lalu pasang lagi namun hasilnya sama saja sehingga saya coba untuk tunggu seharian namun sama saja saya harap aplikasi ini bisa di upgrade lagi,Negatif,"['saya', 'sangat', 'kecewa', 'karena', 'saya', 'sudah', 'mencoba', 'untuk', 'booking', 'tiket', 'bus', 'travel', 'namun', 'terkendala', 'di', 'lokasi', 'dan', 'nama', 'kota', 'yang', 'saya', 'isi', 'keubah', 'sendiri', 'ke', 'angka', 'yang', 'saya', 'tidak', 'paham', 'dan', 'ini', 'buat', 'saya', 'uninstall', 'lalu', 'pasang', 'lagi', 'namun', 'hasilnya', 'sama', 'saja', 'sehingga', 'saya', 'coba', 'untuk', 'tunggu', 'seharian', 'namun', 'sama', 'saja', 'saya', 'harap', 'aplikasi', 'ini', 'bisa', 'di', 'upgrade', 'lagi']","['saya', 'sangat', 'kecewa', 'karena', 'saya', 'sudah', 'mencoba', 'untuk', 'booking', 'tiket', 'bus', 'travel', 'tapi', 'terkendala', 'di', 'lokasi', 'dan', 'nama', 'kota', 'yang', 'saya', 'isi', 'keubah', 'sendiri', 'ke', 'angka', 'yang', 'saya', 'tidak', 'paham', 'dan', 'ini', 'buat', 'saya', 'uninstall', 'lalu', 'pasang', 'lagi', 'tapi', 'hasilnya', 'sama', 'saja', 'sehingga', 'saya', 'coba', 'untuk', 'tunggu', 'seharian', 'tapi', 'sama', 'saja', 'saya', 'harap', 'aplikasi', 'ini', 'bisa', 'di', 'upgrade', 'lagi']","['saya', 'sangat', 'kecewa', 'karena', 'saya', 'sudah', 'mencoba', 'untuk', 'booking', 'tiket', 'bus', 'travel', 'tapi', 'terkendala', 'di', 'lokasi', 'dan', 'nama', 'kota', 'yang', 'saya', 'isi', 'keubah', 'sendiri', 'ke', 'angka', 'yang', 'saya', 'tidak', 'paham', 'dan', 'ini', 'buat', 'saya', 'uninstall', 'lalu', 'pasang', 'lagi', 'tapi', 'hasilnya', 'sama', 'saja', 'sehingga', 'saya', 'coba', 'untuk', 'tunggu', 'seharian', 'tapi', 'sama', 'saja', 'saya', 'harap', 'aplikasi', 'ini', 'bisa', 'di', 'upgrade', 'lagi']","['kecewa', 'mencoba', 'booking', 'tiket', 'bus', 'travel', 'tapi', 'terkendala', 'lokasi', 'nama', 'kota', 'isi', 'keubah', 'angka', 'paham', 'uninstall', 'pasang', 'tapi', 'hasilnya', 'coba', 'tunggu', 'seharian', 'tapi', 'harap', 'aplikasi', 'upgrade']","['kecewa', 'coba', 'booking', 'tiket', 'bus', 'travel', 'tapi', 'kendala', 'lokasi', 'nama', 'kota', 'isi', 'ubah', 'angka', 'paham', 'uninstall', 'pasang', 'tapi', 'hasil', 'coba', 'tunggu', 'hari', 'tapi', 'harap', 'aplikasi', 'upgrade']",0
tiket sudah di bayar tapi saya tidak mendapatkan tiket dan pembayaran saya tidak di konfirmasi sudah x jam tidak ada kejelasan kalau tiket saya bisa di terbitkan baru saya kasih bintang jadi untuk sekarang bintang,Negatif,"['tiket', 'sudah', 'di', 'bayar', 'tapi', 'saya', 'tidak', 'mendapatkan', 'tiket', 'dan', 'pembayaran', 'saya', 'tidak', 'di', 'konfirmasi', 'sudah', 'x', 'jam', 'tidak', 'ada', 'kejelasan', 'kalau', 'tiket', 'saya', 'bisa', 'di', 'terbitkan', 'baru', 'saya', 'kasih', 'bintang', 'jadi', 'untuk', 'sekarang', 'bintang']","['tiket', 'sudah', 'di', 'bayar', 'tapi', 'saya', 'tidak', 'mendapatkan', 'tiket', 'dan', 'pembayaran', 'saya', 'tidak', 'di', 'konfirmasi', 'sudah', 'x', 'jam', 'tidak', 'ada', 'kejelasan', 'kalau', 'tiket', 'saya', 'bisa', 'di', 'terbitkan', 'baru', 'saya', 'kasih', 'bintang', 'jadi', 'untuk', 'sekarang', 'bintang']","['tiket', 'sudah', 'di', 'bayar', 'tapi', 'saya', 'tidak', 'mendapatkan', 'tiket', 'dan', 'pembayaran', 'saya', 'tidak', 'di', 'konfirmasi', 'sudah', 'x', 'jam', 'tidak', 'ada', 'kejelasan', 'kalau', 'tiket', 'saya', 'bisa', 'di', 'terbitkan', 'baru', 'saya', 'kasih', 'bintang', 'jadi', 'untuk', 'sekarang', 'bintang']","['tiket', 'bayar', 'tapi', 'tiket', 'pembayaran', 'konfirmasi', 'x', 'jam', 'kejelasan', 'tiket', 'terbitkan', 'kasih', 'bintang', 'bintang']","['tiket', 'bayar', 'tapi', 'tiket', 'bayar', 'konfirmasi', 'x', 'jam', 'jelas', 'tiket', 'terbit', 'kasih', 'bintang', 'bintang']",0
habis pesan tiket terus jadwalnya diubah oleh maskapai kemudian saya melapor ke pihak traveloka ternyata pihak traveloka nggk bsa berbuat apa apa sekalinya saya hubungi pihak maskapai eh ternyata bisa entah apakah pihak traveloka yang tidak mau berkomunikasi atau gimana kemarin saya menukarkan poin saya untuk mendapatkan poin penukaran pulsa di mfun udah ambil penukaran ternyata aplikasi mfun udah dihapus dari playstore dan udah nggk beroperasi lagi dan poin aku jelas rugi,Negatif,"['habis', 'pesan', 'tiket', 'terus', 'jadwalnya', 'diubah', 'oleh', 'maskapai', 'kemudian', 'saya', 'melapor', 'ke', 'pihak', 'traveloka', 'ternyata', 'pihak', 'traveloka', 'nggk', 'bsa', 'berbuat', 'apa', 'apa', 'sekalinya', 'saya', 'hubungi', 'pihak', 'maskapai', 'eh', 'ternyata', 'bisa', 'entah', 'apakah', 'pihak', 'traveloka', 'yang', 'tidak', 'mau', 'berkomunikasi', 'atau', 'gimana', 'kemarin', 'saya', 'menukarkan', 'poin', 'saya', 'untuk', 'mendapatkan', 'poin', 'penukaran', 'pulsa', 'di', 'mfun', 'udah', 'ambil', 'penukaran', 'ternyata', 'aplikasi', 'mfun', 'udah', 'dihapus', 'dari', 'playstore', 'dan', 'udah', 'nggk', 'beroperasi', 'lagi', 'dan', 'poin', 'aku', 'jelas', 'rugi']","['habis', 'pesan', 'tiket', 'terus', 'jadwalnya', 'diubah', 'oleh', 'maskapai', 'kemudian', 'saya', 'melapor', 'ke', 'pihak', 'traveloka', 'ternyata', 'pihak', 'traveloka', 'tidak', 'bisa', 'berbuat', 'apa', 'apa', 'sekalinya', 'saya', 'hubungi', 'pihak', 'maskapai', 'eh', 'ternyata', 'bisa', 'entah', 'apakah', 'pihak', 'traveloka', 'yang', 'tidak', 'mau', 'berkomunikasi', 'atau', 'bagaimana', 'kemarin', 'saya', 'menukarkan', 'poin', 'saya', 'untuk', 'mendapatkan', 'poin', 'penukaran', 'pulsa', 'di', 'mfun', 'sudah', 'ambil', 'penukaran', 'ternyata', 'aplikasi', 'mfun', 'sudah', 'dihapus', 'dari', 'playstore', 'dan', 'sudah', 'tidak', 'beroperasi', 'lagi', 'dan', 'poin', 'aku', 'jelas', 'rugi']","['habis', 'pesan', 'tiket', 'terus', 'jadwalnya', 'diubah', 'oleh', 'maskapai', 'kemudian', 'saya', 'melapor', 'ke', 'pihak', 'traveloka', 'ternyata', 'pihak', 'traveloka', 'tidak', 'bisa', 'berbuat', 'apa', 'apa', 'sekalinya', 'saya', 'hubungi', 'pihak', 'maskapai', 'eh', 'ternyata', 'bisa', 'entah', 'apakah', 'pihak', 'traveloka', 'yang', 'tidak', 'mau', 'berkomunikasi', 'atau', 'bagaimana', 'kemarin', 'saya', 'menukarkan', 'poin', 'saya', 'untuk', 'mendapatkan', 'poin', 'penukaran', 'pulsa', 'di', 'mfun', 'sudah', 'ambil', 'penukaran', 'ternyata', 'aplikasi', 'mfun', 'sudah', 'dihapus', 'dari', 'playstore', 'dan', 'sudah', 'tidak', 'beroperasi', 'lagi', 'dan', 'poin', 'aku', 'jelas', 'rugi']","['habis', 'pesan', 'tiket', 'jadwalnya', 'diubah', 'maskapai', 'melapor', 'traveloka', 'traveloka', 'berbuat', 'sekalinya', 'hubungi', 'maskapai', 'eh', 'traveloka', 'berkomunikasi', 'kemarin', 'menukarkan', 'poin', 'poin', 'penukaran', 'pulsa', 'mfun', 'ambil', 'penukaran', 'aplikasi', 'mfun', 'dihapus', 'playstore', 'beroperasi', 'poin', 'rugi']","['habis', 'pesan', 'tiket', 'jadwal', 'ubah', 'maskapai', 'lapor', 'traveloka', 'traveloka', 'buat', 'sekali', 'hubung', 'maskapai', 'eh', 'traveloka', 'komunikasi', 'kemarin', 'tukar', 'poin', 'poin', 'tukar', 'pulsa', 'mfun', 'ambil', 'tukar', 'aplikasi', 'mfun', 'hapus', 'playstore', 'operasi', 'poin', 'rugi']",0
paylatter bayar tepat waktu naik level gak digunakan diturunin lg ke level nanti kalo digunakan terus gak semua limit bisa dipake,Negatif,"['paylatter', 'bayar', 'tepat', 'waktu', 'naik', 'level', 'gak', 'digunakan', 'diturunin', 'lg', 'ke', 'level', 'nanti', 'kalo', 'digunakan', 'terus', 'gak', 'semua', 'limit', 'bisa', 'dipake']","['paylatter', 'bayar', 'tepat', 'waktu', 'naik', 'level', 'tidak', 'digunakan', 'diturunin', 'lagi', 'ke', 'level', 'nanti', 'kalau', 'digunakan', 'terus', 'tidak', 'semua', 'limit', 'bisa', 'dipake']","['paylatter', 'bayar', 'tepat', 'waktu', 'naik', 'level', 'tidak', 'digunakan', 'diturunin', 'lagi', 'ke', 'level', 'nanti', 'kalau', 'digunakan', 'terus', 'tidak', 'semua', 'limit', 'bisa', 'dipake']","['paylatter', 'bayar', 'level', 'diturunin', 'level', 'limit', 'dipake']","['paylatter', 'bayar', 'level', 'diturunin', 'level', 'limit', 'dipake']",0
proses pemesanan tiket di traveloka cepat dan efisien harga promo dan penawaran traveloka selalu menarik perhatian pelayanan pelanggan traveloka responsif dan sangat membantu sekali transaksi pembayaran di traveloka aman dan terpercaya informasi penerbangan dan hotel di traveloka selalu akurat traveloka memberikan banyak pilihan destinasi perjalanan menarik notifikasi pemesanan dan pengingat dari traveloka sangat membantu,Positif,"['proses', 'pemesanan', 'tiket', 'di', 'traveloka', 'cepat', 'dan', 'efisien', 'harga', 'promo', 'dan', 'penawaran', 'traveloka', 'selalu', 'menarik', 'perhatian', 'pelayanan', 'pelanggan', 'traveloka', 'responsif', 'dan', 'sangat', 'membantu', 'sekali', 'transaksi', 'pembayaran', 'di', 'traveloka', 'aman', 'dan', 'terpercaya', 'informasi', 'penerbangan', 'dan', 'hotel', 'di', 'traveloka', 'selalu', 'akurat', 'traveloka', 'memberikan', 'banyak', 'pilihan', 'destinasi', 'perjalanan', 'menarik', 'notifikasi', 'pemesanan', 'dan', 'pengingat', 'dari', 'traveloka', 'sangat', 'membantu']","['proses', 'pemesanan', 'tiket', 'di', 'traveloka', 'cepat', 'dan', 'efisien', 'harga', 'promo', 'dan', 'penawaran', 'traveloka', 'selalu', 'menarik', 'perhatian', 'pelayanan', 'pelanggan', 'traveloka', 'responsif', 'dan', 'sangat', 'membantu', 'sekali', 'transaksi', 'pembayaran', 'di', 'traveloka', 'aman', 'dan', 'terpercaya', 'informasi', 'penerbangan', 'dan', 'hotel', 'di', 'traveloka', 'selalu', 'akurat', 'traveloka', 'memberikan', 'banyak', 'pilihan', 'destinasi', 'perjalanan', 'menarik', 'notifikasi', 'pemesanan', 'dan', 'pengingat', 'dari', 'traveloka', 'sangat', 'membantu']","['proses', 'pemesanan', 'tiket', 'di', 'traveloka', 'cepat', 'dan', 'efisien', 'harga', 'promo', 'dan', 'penawaran', 'traveloka', 'selalu', 'menarik', 'perhatian', 'pelayanan', 'pelanggan', 'traveloka', 'responsif', 'dan', 'sangat', 'membantu', 'sekali', 'transaksi', 'pembayaran', 'di', 'traveloka', 'aman', 'dan', 'terpercaya', 'informasi', 'penerbangan', 'dan', 'hotel', 'di', 'traveloka', 'selalu', 'akurat', 'traveloka', 'memberikan', 'banyak', 'pilihan', 'destinasi', 'perjalanan', 'menarik', 'notifikasi', 'pemesanan', 'dan', 'pengingat', 'dari', 'traveloka', 'sangat', 'membantu']","['proses', 'pemesanan', 'tiket', 'traveloka', 'cepat', 'efisien', 'harga', 'promo', 'penawaran', 'traveloka', 'menarik', 'perhatian', 'pelayanan', 'pelanggan', 'traveloka', 'responsif', 'membantu', 'transaksi', 'pembayaran', 'traveloka', 'aman', 'terpercaya', 'informasi', 'penerbangan', 'hotel', 'traveloka', 'akurat', 'traveloka', 'pilihan', 'destinasi', 'perjalanan', 'menarik', 'notifikasi', 'pemesanan', 'pengingat', 'traveloka', 'membantu']","['proses', 'mesan', 'tiket', 'traveloka', 'cepat', 'efisien', 'harga', 'promo', 'tawar', 'traveloka', 'tarik', 'perhati', 'layan', 'langgan', 'traveloka', 'responsif', 'membantu', 'transaksi', 'bayar', 'traveloka', 'aman', 'percaya', 'informasi', 'terbang', 'hotel', 'traveloka', 'akurat', 'traveloka', 'pilih', 'destinasi', 'jalan', 'tarik', 'notifikasi', 'mesan', 'ingat', 'traveloka', 'membantu']",2
dikasih paylater limit besar begitu dipakai langsung turun limit percuma lu kasih limit ke gw pembayaran selalu lancar dan ga pernah telat sedikitpun ngaco mih emang,Negatif,"['dikasih', 'paylater', 'limit', 'besar', 'begitu', 'dipakai', 'langsung', 'turun', 'limit', 'percuma', 'lu', 'kasih', 'limit', 'ke', 'gw', 'pembayaran', 'selalu', 'lancar', 'dan', 'ga', 'pernah', 'telat', 'sedikitpun', 'ngaco', 'mih', 'emang']","['dikasih', 'paylater', 'limit', 'besar', 'begitu', 'dipakai', 'langsung', 'turun', 'limit', 'percuma', 'lu', 'kasih', 'limit', 'ke', 'saya', 'pembayaran', 'selalu', 'lancar', 'dan', 'tidak', 'pernah', 'telat', 'sedikitpun', 'kacau', 'mih', 'emang']","['dikasih', 'paylater', 'limit', 'besar', 'begitu', 'dipakai', 'langsung', 'turun', 'limit', 'percuma', 'lu', 'kasih', 'limit', 'ke', 'saya', 'pembayaran', 'selalu', 'lancar', 'dan', 'tidak', 'pernah', 'telat', 'sedikitpun', 'kacau', 'mih', 'emang']","['dikasih', 'paylater', 'limit', 'dipakai', 'langsung', 'turun', 'limit', 'lu', 'kasih', 'limit', 'pembayaran', 'lancar', 'telat', 'sedikitpun', 'kacau', 'mih', 'emang']","['kasih', 'paylater', 'limit', 'pakai', 'langsung', 'turun', 'limit', 'lu', 'kasih', 'limit', 'bayar', 'lancar', 'telat', 'sedikit', 'kacau', 'mih', 'emang']",0
